vcv_accession	rcv_accession	gene_symbols	review_stars	review_status	clinical_significance	conditions
VCV000992234	RCV005225346	WAS	1	criteria provided, single submitter	Likely pathogenic	{'name': 'Thrombocytopenia 1', 'database': 'MedGen', 'id': 'C1839163'};{'name': 'Wiskott-Aldrich syndrome', 'database': 'MedGen', 'id': 'C0043194'};{'name': 'X-linked severe congenital neutropenia', 'database': 'MedGen', 'id': 'C1845987'}
VCV000992628	RCV001281098	THRA	1	criteria provided, single submitter	Likely pathogenic	{'name': 'Congenital nongoitrous hypothyroidism 6', 'database': 'MedGen', 'id': 'C3280817'}
VCV000994751	RCV001288396	SCN1A	1	criteria provided, single submitter	Likely pathogenic	{'name': 'not provided', 'database': 'MedGen', 'id': 'C3661900'}
VCV000996014	RCV001290299	UNC13A	0	no assertion criteria provided	Likely pathogenic	{'name': 'not provided', 'database': 'MedGen', 'id': 'C3661900'}
VCV000996014	RCV003128383	UNC13A	1	criteria provided, single submitter	Likely pathogenic	{'name': 'Cerebellar ataxia', 'database': 'MedGen', 'id': 'C0007758'};{'name': 'Delayed speech and language development', 'database': 'MedGen', 'id': 'C0454644'};{'name': 'Developmental regression', 'database': 'MedGen', 'id': 'C1836830'};{'name': 'Febrile seizure (within the age range of 3 months to 6 years)', 'database': 'MedGen', 'id': 'C0009952'};{'name': 'Tremor', 'database': 'MedGen', 'id': 'C0040822'}
VCV000996014	RCV003326146	UNC13A	1	criteria provided, single submitter	Likely pathogenic	{'name': 'UNC13A-associated disorder'}
VCV000996014	RCV004789517	UNC13A	1	criteria provided, single submitter	Likely pathogenic	{'name': 'Neurodevelopmental disorder', 'database': 'MedGen', 'id': 'C1535926'}
VCV000996014	RCV006434905	UNC13A	0	no assertion criteria provided	Pathogenic	{'name': 'Neurodevelopmental disorder with speech delay, movement abnormalities, and seizures', 'database': 'MedGen', 'id': 'C6065943'}
VCV000996750	RCV001559133	GJA4	0	no assertion criteria provided	Pathogenic	{'name': 'Cutaneous venous malformation'}
VCV000996750	RCV001559134	GJA4	0	no assertion criteria provided	Pathogenic	{'name': 'Hepatic hemangioma', 'database': 'MedGen', 'id': 'C0238246'}
VCV000996750	RCV001849501	GJA4	0	no assertion criteria provided	Pathogenic	{'name': 'Skin hemangioma', 'database': 'MedGen', 'id': 'C0687140'}
VCV000997783	RCV001293352	FMNL2	0	no assertion criteria provided	Likely pathogenic	{'name': 'Crohn disease', 'database': 'MedGen', 'id': 'C0010346'}
VCV001005965	RCV001302928	KCND2	1	criteria provided, single submitter	Pathogenic	{'name': 'Early Myoclonic Encephalopathy', 'database': 'MedGen', 'id': 'C0270855'}
VCV001005965	RCV004017817	KCND2	1	criteria provided, single submitter	Likely pathogenic	{'name': 'Neurodevelopmental disorder', 'database': 'MedGen', 'id': 'C1535926'}
VCV001005965	RCV005253790	KCND2	1	criteria provided, single submitter	Likely pathogenic	{'name': 'KCND2-related neurodevelopmental disorder'}
VCV001005984	RCV001302950	STAT3	1	criteria provided, single submitter	Pathogenic	{'name': 'Hyper-IgE recurrent infection syndrome 1, autosomal dominant', 'database': 'MedGen', 'id': 'C2936739'};{'name': 'STAT3 gain of function', 'database': 'MedGen', 'id': 'C4288261'}
VCV001029721	RCV001331075	KCNA1	1	criteria provided, single submitter	Uncertain significance	{'name': 'Episodic ataxia type 1', 'database': 'MedGen', 'id': 'C1719788'}
VCV001035856	RCV001338783	DNM2	1	criteria provided, single submitter	Uncertain significance	{'name': 'Charcot-Marie-Tooth disease dominant intermediate B', 'database': 'MedGen', 'id': 'C1847902'}
VCV001037779	RCV001340988	GUCY2C	1	criteria provided, single submitter	Pathogenic	{'name': 'not provided', 'database': 'MedGen', 'id': 'C3661900'}
VCV001042848	RCV001346867	CACNA1H	1	criteria provided, single submitter	Uncertain significance	{'name': 'Hyperaldosteronism, familial, type IV', 'database': 'MedGen', 'id': 'C4310756'};{'name': 'Idiopathic generalized epilepsy', 'database': 'MedGen', 'id': 'C0270850'}
VCV001044450	RCV002545594	RYR2	1	criteria provided, single submitter	Likely pathogenic	{'name': 'Catecholaminergic polymorphic ventricular tachycardia 1', 'database': 'MedGen', 'id': 'C1631597'}
VCV001044450	RCV004005224	RYR2	1	criteria provided, single submitter	Uncertain significance	{'name': 'Catecholaminergic polymorphic ventricular tachycardia', 'database': 'MedGen', 'id': 'C5574922'}
VCV001045068	RCV001349414	KIT	1	criteria provided, single submitter	Uncertain significance	{'name': 'Gastrointestinal stromal tumor', 'database': 'MedGen', 'id': 'C0238198'}
VCV001045068	RCV002404829	KIT	1	criteria provided, single submitter	Uncertain significance	{'name': 'Hereditary cancer-predisposing syndrome', 'database': 'MedGen', 'id': 'C0027672'}
VCV001064703	RCV001374728	PPP3CA	1	criteria provided, single submitter	Pathogenic	{'name': 'Arthrogryposis, cleft palate, craniosynostosis, and impaired intellectual development', 'database': 'MedGen', 'id': 'C4748872'}
VCV001065925	RCV001376775	AKT3	1	criteria provided, single submitter	Likely pathogenic	{'name': 'Megalencephaly-polymicrogyria-polydactyly-hydrocephalus syndrome 2', 'database': 'MedGen', 'id': 'C4014738'}
VCV001067193	RCV001378387	CXCR4	1	criteria provided, single submitter	Pathogenic	{'name': 'Warts, hypogammaglobulinemia, infections, and myelokathexis', 'database': 'MedGen', 'id': 'C0472817'}
VCV001068258	RCV001379759	SCN2A	1	criteria provided, single submitter	Pathogenic	{'name': 'Developmental and epileptic encephalopathy, 11', 'database': 'MedGen', 'id': 'C3150987'};{'name': 'Seizures, benign familial infantile, 3', 'database': 'MedGen', 'id': 'C1843140'}
VCV001068258	RCV003326149	SCN2A	0	no assertion criteria provided	Likely pathogenic	{'name': 'Developmental and epileptic encephalopathy, 11', 'database': 'MedGen', 'id': 'C3150987'}
VCV001120175	RCV001449882	APOL1	1	criteria provided, single submitter	risk factor	{'name': 'Hyalinosis, Segmental Glomerular', 'database': 'MedGen', 'id': 'C0086432'}
VCV001120257	RCV001450047	PCSK9	1	criteria provided, single submitter	Likely pathogenic	{'name': 'Hypercholesterolemia, autosomal dominant, 3', 'database': 'MedGen', 'id': 'C1863551'}
VCV001152102	RCV001493286	SCN9A	1	criteria provided, single submitter	Likely benign	{'name': 'Generalized epilepsy with febrile seizures plus, type 7', 'database': 'MedGen', 'id': 'C2751778'};{'name': 'Neuropathy, hereditary sensory and autonomic, type 2A', 'database': 'MedGen', 'id': 'C2752089'}
VCV001163498	RCV001508627	SPTLC1	1	criteria provided, single submitter	Uncertain significance	{'name': 'not provided', 'database': 'MedGen', 'id': 'C3661900'}
VCV001174095	RCV001527627	KCNA2	0	no assertion criteria provided	Likely pathogenic	{'name': 'Developmental and epileptic encephalopathy, 1', 'database': 'MedGen', 'id': 'C3463992'}
VCV001177384	RCV001533164	SCN1A	0	no classification provided	not provided	{'name': 'Familial hemiplegic migraine', 'database': 'MedGen', 'id': 'C0338484'}
VCV001177384	RCV006467651	SCN1A	1	criteria provided, single submitter	Pathogenic	{'name': 'Early-infantile DEE', 'database': 'MedGen', 'id': 'C0393706'}
VCV001178472	RCV001534761	TMEM175	2	criteria provided, multiple submitters, no conflicts	Benign	{'name': 'not provided', 'database': 'MedGen', 'id': 'C3661900'}
VCV001185021	RCV001543672	SCNN1G	1	criteria provided, single submitter	Uncertain significance	{'name': 'Bronchiectasis with or without elevated sweat chloride 3', 'database': 'MedGen', 'id': 'C2751324'}
VCV001185021	RCV003542345	SCNN1G	2	criteria provided, multiple submitters, no conflicts	Uncertain significance	{'name': 'not provided', 'database': 'MedGen', 'id': 'C3661900'}
VCV001185021	RCV005005255	SCNN1G	1	criteria provided, single submitter	Uncertain significance	{'name': 'Bronchiectasis with or without elevated sweat chloride 3', 'database': 'MedGen', 'id': 'C2751324'};{'name': 'Liddle syndrome 2', 'database': 'MedGen', 'id': 'C4748251'};{'name': 'Pseudohypoaldosteronism, type IB3, autosomal recessive', 'database': 'MedGen', 'id': 'C5774256'}
VCV001192290	RCV001553776	CLCN3	0	no assertion criteria provided	Pathogenic	{'name': 'Neurodevelopmental delay', 'database': 'MedGen', 'id': 'C4022738'}
VCV001192290	RCV001597308	CLCN3	1	criteria provided, single submitter	Likely pathogenic	{'name': 'Neurodevelopmental disorder with hypotonia and brain abnormalities', 'database': 'MedGen', 'id': 'C5561977'}
VCV001194782	RCV001557643	PTPN11	1	criteria provided, single submitter	Uncertain significance	{'name': 'not provided', 'database': 'MedGen', 'id': 'C3661900'}
VCV001194782	RCV002495890	PTPN11	1	criteria provided, single submitter	Uncertain significance	{'name': 'Juvenile myelomonocytic leukemia', 'database': 'MedGen', 'id': 'C0349639'};{'name': 'LEOPARD syndrome 1', 'database': 'MedGen', 'id': 'C4551484'};{'name': 'Metachondromatosis', 'database': 'MedGen', 'id': 'C0410530'};{'name': 'Noonan syndrome 1', 'database': 'MedGen', 'id': 'C4551602'}
VCV001194782	RCV003120628	PTPN11	1	criteria provided, single submitter	Likely pathogenic	{'name': 'RASopathy', 'database': 'MedGen', 'id': 'C5555857'}
VCV001194782	RCV004656627	PTPN11	1	criteria provided, single submitter	Uncertain significance	{'name': 'Cardiovascular phenotype', 'database': 'MedGen', 'id': 'CN230736'}
VCV001240011	RCV001637972	HCN2	0	no assertion criteria provided	risk factor	{'name': 'Febrile seizures, familial, 2', 'database': 'MedGen', 'id': 'C1865342'}
VCV001240012	RCV001637973	HCN2	0	no assertion criteria provided	risk factor	{'name': 'Febrile seizures, familial, 2', 'database': 'MedGen', 'id': 'C1865342'}
VCV001240012	RCV006705563	HCN2	1	criteria provided, single submitter	Likely pathogenic	{'name': 'Epilepsy, idiopathic generalized, susceptibility to, 17', 'database': 'MedGen', 'id': 'C5561931'}
VCV001264351	RCV001667870	STAT1	0	no assertion criteria provided	Pathogenic	{'name': 'Chronic mucocutaneous candidiasis', 'database': 'MedGen', 'id': 'C0006845'}
VCV001278116	RCV001694857	DHX58	2	criteria provided, multiple submitters, no conflicts	Benign	{'name': 'not provided', 'database': 'MedGen', 'id': 'C3661900'}
VCV001299450	RCV001728148	GRIA3	1	criteria provided, single submitter	Pathogenic	{'name': 'GRIA3-related complex neurodevelopmental disorder'}
VCV001300148	RCV001731131	RAP1B	1	criteria provided, single submitter	Likely pathogenic	{'name': 'See cases'}
VCV001300148	RCV003458752	RAP1B	0	no assertion criteria provided	Pathogenic	{'name': 'Thrombocytopenia 11 with multiple congenital anomalies and dysmorphic facies', 'database': 'MedGen', 'id': 'C5882734'}
VCV001303213	RCV001756712	MYO3A	1	criteria provided, single submitter	Uncertain significance	{'name': 'not provided', 'database': 'MedGen', 'id': 'C3661900'}
VCV001303512	RCV001762970	NLRP3	1	criteria provided, single submitter	Uncertain significance	{'name': 'not provided', 'database': 'MedGen', 'id': 'C3661900'}
VCV001303512	RCV005094935	NLRP3	1	criteria provided, single submitter	Uncertain significance	{'name': 'Cryopyrin associated periodic syndrome', 'database': 'MedGen', 'id': 'C2316212'}
VCV001323001	RCV001783365	GLA	1	criteria provided, single submitter	Pathogenic	{'name': 'not provided', 'database': 'MedGen', 'id': 'C3661900'}
VCV001323001	RCV005645297	GLA	1	criteria provided, single submitter	Likely pathogenic	{'name': 'Fabry disease', 'database': 'MedGen', 'id': 'C0002986'}
VCV001324583	RCV002034598	BRAF	1	criteria provided, single submitter	Pathogenic	{'name': 'RASopathy', 'database': 'MedGen', 'id': 'C5555857'}
VCV001324583	RCV002468641	BRAF	2	criteria provided, multiple submitters, no conflicts	Pathogenic/Likely pathogenic	{'name': 'Noonan syndrome 7', 'database': 'MedGen', 'id': 'C3150970'}
VCV001325801	RCV001785338	PAK1	1	criteria provided, single submitter	Likely pathogenic	{'name': 'Intellectual developmental disorder with macrocephaly, seizures, and speech delay', 'database': 'MedGen', 'id': 'C4748428'}
VCV001325801	RCV002251770	PAK1	0	no assertion criteria provided	Pathogenic	{'name': 'not provided', 'database': 'MedGen', 'id': 'C3661900'}
VCV001325809	RCV001785346	PAK1	1	criteria provided, single submitter	Likely pathogenic	{'name': 'Intellectual developmental disorder with macrocephaly, seizures, and speech delay', 'database': 'MedGen', 'id': 'C4748428'}
VCV001325809	RCV002305622	PAK1	1	criteria provided, single submitter	Pathogenic	{'name': 'not provided', 'database': 'MedGen', 'id': 'C3661900'}
VCV001325816	RCV001785353	PAK1	1	criteria provided, single submitter	Likely pathogenic	{'name': 'Intellectual developmental disorder with macrocephaly, seizures, and speech delay', 'database': 'MedGen', 'id': 'C4748428'}
VCV001327506	RCV001789733	LTBP3	1	criteria provided, single submitter	Pathogenic	{'name': 'Geleophysic dysplasia 3', 'database': 'MedGen', 'id': 'C4540511'}
VCV001328394	RCV001795826	STAT3	0	no assertion criteria provided	Uncertain significance	{'name': 'Hyper-IgE recurrent infection syndrome 1, autosomal dominant', 'database': 'MedGen', 'id': 'C2936739'}
VCV001333307	RCV001807995	DDR2	1	criteria provided, single submitter	Uncertain significance	{'name': 'Spondyloepimetaphyseal dysplasia-short limb-abnormal calcification syndrome', 'database': 'MedGen', 'id': 'C1849011'}
VCV001333718	RCV002265033	PTPN11	1	criteria provided, single submitter	risk factor	{'name': 'Werner syndrome', 'database': 'MedGen', 'id': 'C0043119'}
VCV001333718	RCV004728829	PTPN11	1	criteria provided, single submitter	Uncertain significance	{'name': 'not provided', 'database': 'MedGen', 'id': 'C3661900'}
VCV001333718	RCV006616579	PTPN11	1	criteria provided, single submitter	Uncertain significance	{'name': 'RASopathy', 'database': 'MedGen', 'id': 'C5555857'}
VCV001333718	RCV006695699	PTPN11	1	criteria provided, single submitter	Likely pathogenic	{'name': 'Autosomal dominant PTPN11-related disorders'}
VCV001334128	RCV001810513	LMBRD2	2	criteria provided, multiple submitters, no conflicts	Pathogenic/Likely pathogenic	{'name': 'Developmental delay with variable neurologic and brain abnormalities', 'database': 'MedGen', 'id': 'C5562060'}
VCV001334128	RCV002276901	LMBRD2	1	criteria provided, single submitter	Likely pathogenic	{'name': 'Neurodevelopmental disorder', 'database': 'MedGen', 'id': 'C1535926'}
VCV001334128	RCV003318692	LMBRD2	1	criteria provided, single submitter	Pathogenic	{'name': 'not provided', 'database': 'MedGen', 'id': 'C3661900'}
VCV001334128	RCV004536326	LMBRD2	1	criteria provided, single submitter	Pathogenic	{'name': 'LMBRD2-related disorder'}
VCV001334128	RCV004797953	LMBRD2	1	criteria provided, single submitter	Likely pathogenic	{'name': 'See cases'}
VCV001334128	RCV005590096	LMBRD2	1	criteria provided, single submitter	Pathogenic	{'name': 'Inborn genetic diseases', 'database': 'MedGen', 'id': 'C0950123'}
VCV001338342	RCV001817713	ABCC8	2	criteria provided, multiple submitters, no conflicts	Pathogenic	{'name': 'not provided', 'database': 'MedGen', 'id': 'C3661900'}
VCV001338342	RCV004040998	ABCC8	1	criteria provided, single submitter	Uncertain significance	{'name': 'Inborn genetic diseases', 'database': 'MedGen', 'id': 'C0950123'}
VCV001338342	RCV005606973	ABCC8	0	no assertion criteria provided	Likely pathogenic	{'name': 'Hereditary hyperinsulinism'}
VCV001338342	RCV006705594	ABCC8	1	criteria provided, single submitter	Likely pathogenic	{'name': 'Diabetes mellitus, permanent neonatal 3', 'database': 'MedGen', 'id': 'C5394303'}
VCV001338342	RCV006708562	ABCC8	1	criteria provided, single submitter	Likely pathogenic	{'name': 'Diabetes mellitus, transient neonatal, 2', 'database': 'MedGen', 'id': 'C1835887'}
VCV001338472	RCV001817843	ABCC8	2	criteria provided, multiple submitters, no conflicts	Pathogenic	{'name': 'not provided', 'database': 'MedGen', 'id': 'C3661900'}
VCV001338472	RCV004690140	ABCC8	1	criteria provided, single submitter	Pathogenic	{'name': 'Permanent neonatal diabetes mellitus', 'database': 'MedGen', 'id': 'C1833104'}
VCV001338472	RCV005040402	ABCC8	1	criteria provided, single submitter	Pathogenic	{'name': 'Diabetes mellitus, permanent neonatal 3', 'database': 'MedGen', 'id': 'C5394303'};{'name': 'Diabetes mellitus, transient neonatal, 2', 'database': 'MedGen', 'id': 'C1835887'};{'name': 'Hyperinsulinemic hypoglycemia, familial, 1', 'database': 'MedGen', 'id': 'C2931832'};{'name': 'Leucine-induced hypoglycemia', 'database': 'MedGen', 'id': 'C0271714'};{'name': 'Type 2 diabetes mellitus', 'database': 'MedGen', 'id': 'C0011860'}
VCV001338546	RCV001817917	ABCC8	1	criteria provided, single submitter	Likely pathogenic	{'name': 'not provided', 'database': 'MedGen', 'id': 'C3661900'}
VCV001338661	RCV001818032	JAK2	1	criteria provided, single submitter	Uncertain significance	{'name': 'not specified', 'database': 'MedGen', 'id': 'CN169374'}
VCV001339593	RCV001824495	KCNQ1	1	criteria provided, conflicting classifications	Conflicting classifications of pathogenicity	{'name': 'not provided', 'database': 'MedGen', 'id': 'C3661900'}
VCV001339593	RCV002466703	KCNQ1	1	criteria provided, single submitter	Uncertain significance	{'name': 'Jervell and Lange-Nielsen syndrome 1', 'database': 'MedGen', 'id': 'C4551509'}
VCV001339593	RCV006650950	KCNQ1	1	criteria provided, single submitter	Likely pathogenic	{'name': 'Pituitary hormone deficiency'}
