#Gene Symbol	Gene ID	cytoBand	Genomic Location	Haploinsufficiency Score	Haploinsufficiency Description	Haploinsufficiency PMID1	Haploinsufficiency PMID2	Haploinsufficiency PMID3	Haploinsufficiency PMID4	Haploinsufficiency PMID5	Haploinsufficiency PMID6	Triplosensitivity Score	Triplosensitivity Description	Triplosensitivity PMID1	Triplosensitivity PMID2	Triplosensitivity PMID3	Triplosensitivity PMID4	Triplosensitivity PMID5	Triplosensitivity PMID6	Date Last Evaluated	Haploinsufficiency Disease ID	Triplosensitivity Disease ID
TMCO1	54499	1q24.1	chr1:165693528-165738159	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0031329	
TMEM127	55654	2q11.2	chr2:96914252-96931735	3	Sufficient evidence for dosage pathogenicity	21156949	20154675	28384794	23551308	25389632		0	No evidence available							2021-07-13	MONDO:0017366	
TMEM135	65084	11q14.2	chr11:86748976-87039866	0	No evidence available							0	No evidence available							2015-11-02		
TMEM178A	130733	2p22.1	chr2:39892623-39945103	0	No evidence available	28191890						0	No evidence available							2024-10-23		
TMEM231	79583	16q23.1	chr16:75570639-75590184	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0015369	
TMEM237	65062	2q33.1	chr2:202484909-202508226	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2015-04-08	MONDO:0013745	
TMEM43	79188	3p25.1	chr3:14166552-14185180	0	No evidence available							0	No evidence available							2015-11-08	MONDO:0011459	
TMEM67	91147	8q22.1	chr8:94767072-94831466	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0015369	
TMEM94	9772	17q25.1	chr17:73452716-73496533	30	Gene associated with autosomal recessive phenotype	30526868	32825426	34374989				0	No evidence available							2025-03-31	MONDO:0032672	
TMLHE	55217	Xq28	chrX:154718672-154842613	1	Little evidence for dosage pathogenicity	21865298	22566635	23092983				0	No evidence available							2013-08-01		
TMPRSS3	64699	21q22.3	chr21:43791999-43816161	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0010987	
TMPRSS6	164656	22q12.3	chr22:37461476-37505753	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0008788	
TNFRSF11B	4982	8q24.12	chr8:119935796-119964124	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0009394	
TNNI3	7137	19q13.42	chr19:55663135-55669100	1	Little evidence for dosage pathogenicity	18006163	28436080	27532257	26688388	18533079	29095814	0	No evidence available							2023-05-25	MONDO:0005045	
TNNT1	7138	19q13.42	chr19:55644066-55660574	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0011539	
TNNT2	7139	1q32.1	chr1:201328142-201346808	0	No evidence available							0	No evidence available							2015-11-15		
TNRC6B	23112	22q13.1	chr22:40440838-40731812	3	Sufficient evidence for dosage pathogenicity	25284784	25363768	27479843				0	No evidence available							2019-06-26	MONDO:0100038	
TOP3B	8940	22q11.22	chr22:22311397-22337184	0	No evidence available							0	No evidence available							2022-07-13		
TP53	7157	17p13.1	chr17:7571739-7590808	3	Sufficient evidence for dosage pathogenicity	26014290	21056402	28369373	26681312	12584563		0	No evidence available							2021-11-10	MONDO:0018875	
TP63	8626	3q28	chr3:189314535-189615065	1	Little evidence for dosage pathogenicity	30850703	29130604	33622322	29500247	26117585	11462173	0	No evidence available							2023-05-10	MONDO:0016044	
TP73	7161	1p36.32	chr1:3569080-3652765	0	No evidence available							0	No evidence available							2012-07-06		
TPK1	27010	7q35	chr7:144149034-144533146	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0013761	
TPM1	7168	15q22.2	chr15:63334946-63364114	0	No evidence available							0	No evidence available							2015-11-09		
TPO	7173	2p25.3	chr2:1417235-1547445	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0010133	
TPRN	286262	9q34.3	chr9:140086071-140095193	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0013215	
TPSD1	23430	16p13.3	chr16:1306070-1309009	40	Dosage sensitivity unlikely	32487729	25807282	32461654				0	No evidence available							2021-02-03		
TRAPPC10	7109	21q22.3	chr21:45432190-45526433	0	No evidence available							0	No evidence available							2012-09-06		
TRAPPC2	6399	Xp22.2	chrX:13730364-13752739	3	Sufficient evidence for dosage pathogenicity	11252002	12919139	11349230				0	No evidence available							2014-01-16	MONDO:0010737	
TRAPPC9	83696	8q24.3	chr8:140739968-141468678	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2015-08-06	MONDO:0013173	
TRDN	10345	6q22.31	chr6:123537484-123958095	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0017990	
TRHR	7201	8q23.1	chr8:110098814-110133794	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0032819	
TRIM2	23321	4q31.3	chr4:154073315-154260469	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0014208	
TRIM32	22954	9q33.1	chr9:119449584-119463578	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0009683	
TRIM37	4591	17q22	chr17:57060010-57184241	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0009664	
TRIO	7204	5p15.2	chr5:14143451-14510313	3	Sufficient evidence for dosage pathogenicity	25533962	25363760	26721934				0	No evidence available							2018-01-24	MONDO:0014892	
TRIOBP	11078	22q13.1	chr22:38093055-38172563	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0012355	
TRIP12	9320	2q36.3	chr2:230628553-230787902	3	Sufficient evidence for dosage pathogenicity	27848077	28251352					0	No evidence available							2018-04-02	MONDO:0030914	
TRIP4	9325	15q22.31	chr15:64680035-64747502	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2018-08-16	MONDO:0014806	
TRMT10A	93587	4q23	chr4:100467868-100485196	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0000208	
TRMU	55687	22q13.31	chr22:46731611-46753237	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0013111	
TRPM1	4308	15q13.3	chr15:31293268-31453363	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0013183	
TRPS1	7227	8q23.3	chr8:116420724-116681202	3	Sufficient evidence for dosage pathogenicity	31662300	21740822	11112658				0	No evidence available							2020-07-08	MONDO:0008596	
TRRAP	8295	7q22.1	chr7:98476155-98610864	1	Little evidence for dosage pathogenicity	28263302	23042115					0	No evidence available							2019-04-24	MONDO:0100038	
TSC1	7248	9q34.13	chr9:135766736-135820003	3	Sufficient evidence for dosage pathogenicity	32917966	23389244	17304050				0	No evidence available							2020-10-13	MONDO:0001734	
TSC2	7249	16p13.3	chr16:2097986-2139492	3	Sufficient evidence for dosage pathogenicity	31525612	10205261	29932062				0	No evidence available							2020-06-10	MONDO:0001734	
TSEN2	80746	3p25.2	chr3:12525979-12581123	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0012890	
TSEN54	283989	17q25.1	chr17:73512609-73520816	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0020135	
TSPAN7	7102	Xp11.4	chrX:38420795-38548172	1	Little evidence for dosage pathogenicity	12070254	10655063	26350204				0	No evidence available							2022-06-22	MONDO:0100284	
TSPEAR	54084	21q22.3	chr21:45917776-46131487	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0013929	
TTC19	54902	17p12	chr17:15903138-15932718	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0014063	
TTC21B	79809	2q24.3	chr2:166729872-166810286	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0013442	
TTC37	9652	5q15	chr5:94799598-94890681	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0024541	
TTC7A	57217	2p21	chr2:47143005-47303262	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0009465	
TTC8	123016	14q31.3	chr14:89290497-89347423	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0014436	
TTLL5	23093	14q24.3	chr14:76127589-76421422	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0014372	
TTN	7273	2q31.2	chr2:179390716-179672150	3	Sufficient evidence for dosage pathogenicity	22335739	23418287	31489791	24503780	28045975	25589632	0	No evidence available							2021-08-02	MONDO:0005021	
TUBA1A	7846	12q13.12	chr12:49578578-49582863	0	No evidence available							0	No evidence available							2016-04-14		
TUBB3	10381	16q24.3	chr16:89988333-90002505	0	No evidence available							0	No evidence available							2017-08-30		
TUBB4A	10382	19p13.3	chr19:6494330-6502859	0	No evidence available							0	No evidence available							2014-11-19		
TUBGCP6	85378	22q13.33	chr22:50656123-50683452	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0009624	
TUFM	7284	16p11.2	chr16:28853732-28857669	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0012534	
TUSC3	7991	8p22	chr8:15397596-15624158	30	Gene associated with autosomal recessive phenotype	18452889	21513506	23825019	25626710	27148795		Not yet evaluated	Not yet evaluated							2021-12-01	MONDO:0001071	
TWIST1	7291	7p21.1	chr7:19152670-19157259	3	Sufficient evidence for dosage pathogenicity	16251895	15923834	22544111				0	No evidence available							2020-12-16	MONDO:0007042	
TWIST2	117581	2q37.3	chr2:239756726-239832230	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0009203	
TYMP	1890	22q13.33	chr22:50964181-50968514	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0011283	
TYROBP	7305	19q13.12	chr19:36395305-36399197	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0020749	
TYRP1	7306	9p23	chr9:12693385-12710285	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0008747	
UBE2A	7319	Xq24	chrX:118708526-118718386	3	Sufficient evidence for dosage pathogenicity	16909393	23685073	24053514				0	No evidence available							2019-05-22	MONDO:0010461	
UBE2T	29089	1q32.1	chr1:202300785-202311064	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2020-09-01	MONDO:0014638	
UBE3A	7337	15q11.2	chr15:25578875-25684203	3	Sufficient evidence for dosage pathogenicity	20034088	19213023	8988172				0	No evidence available							2012-08-23	MONDO:0007113	
UBE3B	89910	12q24.11	chr12:109915439-109974507	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0009485	
UBN2	254048	7q34	chr7:138915983-138992982	1	Little evidence for dosage pathogenicity	25363768	28263302	25363760	31674007			0	No evidence available							2024-07-24	MONDO:0005258	
UBR1	197131	15q15.2	chr15:43235095-43398236	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0009479	
UNC80	285175	2q34	chr2:210636556-210864020	30	Gene associated with autosomal recessive phenotype	26545877	26708753	26708751	27513830	30167850	29572195	0	No evidence available							2025-02-12		
UNC93A	54346	6q27	chr6:167704803-167729502	40	Dosage sensitivity unlikely	32487729	22344438	28406212	25807282	32461654		0	No evidence available							2021-02-03		
UPB1	51733	22q11.23	chr22:24891300-24924358	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0013164	
UPF2	26019	10p14	chr10:11962021-12085169	0	No evidence available							0	No evidence available							2019-02-13		
UPF3B	65109	Xq24	chrX:118967985-118986926	3	Sufficient evidence for dosage pathogenicity	19238151	20479756	17704778	22957832	31737052	22609145	0	No evidence available							2021-02-09	MONDO:0010398	
UROD	7389	1p34.1	chr1:45477926-45481247	2	Some evidence for dosage pathogenicity	11295834	22382040	1634232				0	No evidence available							2024-10-04	MONDO:0100498	
UROS	7390	10q26.2	chr10:127473549-127511827	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0009902	
USB1	79650	16q21	chr16:58033507-58055522	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2024-11-13		
USH1C	10083	11p15.1	chr11:17515447-17565963	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2012-04-07	MONDO:0010171	
USH1G	124590	17q25.1	chr17:72912175-72919350	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0011748	
USH2A	7399	1q41	chr1:215796233-216596790	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0010169	
USP7	7874	16p13.2	chr16:8985954-9057763	3	Sufficient evidence for dosage pathogenicity	30679821	36466803	33012787	38221796			0	No evidence available							2024-04-22	MONDO:0014805	
USP9X	8239	Xp11.4	chrX:40944698-41095832	3	Sufficient evidence for dosage pathogenicity	26833328	24607389	28377321				0	No evidence available							2024-11-27	MONDO:0020119	
UVSSA	57654	4p16.3	chr4:1340996-1381837	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0013834	
VAMP7	6845	Xq28 and Yq12	chrX:155111008-155173433	0	No evidence available							0	No evidence available							2012-09-06		
VAMP7	6845	Xq28 and Yq12	chrY:57067838-57130289	0	No evidence available							0	No evidence available							2012-09-06		
VCX3A	51481	Xp22.31	chrX:6451659-6453159	0	No evidence available							40	Dosage sensitivity unlikely							2012-10-12		
VEGFA	7422	6p21.1	chr6:43737946-43754224	1	Little evidence for dosage pathogenicity	20420808	22067973	29261186	30232381			0	No evidence available							2023-08-23		
VHL	7428	3p25.3	chr3:10183462-10195351	3	Sufficient evidence for dosage pathogenicity	20151405	33362845					0	No evidence available							2022-05-11	MONDO:0008667	
VLDLR	7436	9p24.2	chr9:2621787-2660056	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0024542	
VPS13A	23230	9q21.2	chr9:79792450-80036453	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0008695	
VPS13B	157680	8q22.2	chr8:100025502-100889808	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2013-06-26	MONDO:0008999	
VPS26C	10311	21q22.13	chr21:38595721-38640409	0	No evidence available							0	No evidence available							2012-04-24		
VPS37A	137492	8p22	chr8:17104467-17190964	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0013962	
VPS53	55275	17p13.3	chr17:411908-618079	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0014370	
