#Gene Symbol	Gene ID	cytoBand	Genomic Location	Haploinsufficiency Score	Haploinsufficiency Description	Haploinsufficiency PMID1	Haploinsufficiency PMID2	Haploinsufficiency PMID3	Haploinsufficiency PMID4	Haploinsufficiency PMID5	Haploinsufficiency PMID6	Triplosensitivity Score	Triplosensitivity Description	Triplosensitivity PMID1	Triplosensitivity PMID2	Triplosensitivity PMID3	Triplosensitivity PMID4	Triplosensitivity PMID5	Triplosensitivity PMID6	Date Last Evaluated	Haploinsufficiency Disease ID	Triplosensitivity Disease ID
SNURF	8926	15q11.2	chr15:24954987-24978723	1	Little evidence for dosage pathogenicity	22511895	28554868	27659713	24311433			0	No evidence available							2023-03-28		
SNX10	29887	7p15.2	chr7:26291862-26374383	30	Gene associated with autosomal recessive phenotype	29620724	23280965	29090071	27391121	36526684	27391121	0	No evidence available							2025-05-15	MONDO:0014040	
SOBP	55084	6q21	chr6:107490117-107661306	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0013353	
SON	6651	21q22.11	chr21:33543038-33577481	3	Sufficient evidence for dosage pathogenicity	25590979	27256762	27545680				0	No evidence available							2019-04-24	MONDO:0014936	
SOS1	6654	2p22.1	chr2:38981549-39124868	0	No evidence available	21387466						0	No evidence available							2012-03-30		
SOST	50964	17q21.31	chr17:43753738-43758791	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2012-08-22	MONDO:0010016	
SOX10	6663	22q13.1	chr22:37972312-37984555	3	Sufficient evidence for dosage pathogenicity	17999358	9462749	10077527				0	No evidence available							2013-07-18	MONDO:0013202	
SOX11	6664	2p25.2	chr2:5692384-5701385	3	Sufficient evidence for dosage pathogenicity	18992374	26543203	24886874	35341651	39333428		0	No evidence available							2024-11-21	MONDO:0014376	
SOX2	6657	3q26.33	chr3:181711925-181714436	3	Sufficient evidence for dosage pathogenicity	17522144	16543359	12612584				0	No evidence available							2012-07-06	MONDO:0008799	
SOX3	6658	Xq27.1	chrX:140502985-140505069	0	No evidence available							2	Some evidence for dosage pathogenicity	15800844	35098650	25900196	26352083	31678974	25791725	2023-01-10		MONDO:0010252
SOX5	6660	12p12.1	chr12:23529504-24562650	3	Sufficient evidence for dosage pathogenicity	22290657	23498568	23220431				0	No evidence available							2016-08-19	MONDO:0014778	
SOX8	30812	16p13.3	chr16:981770-986979	0	No evidence available			18492098				0	No evidence available							2012-02-22		
SOX9	6662	17q24.3	chr17:72121020-72126416	3	Sufficient evidence for dosage pathogenicity	7990924	9002675	8001137	29542186	25983619		0	No evidence available							2023-05-10	MONDO:0007251	
SPAST	6683	2p22.3	chr2:32063556-32157637	3	Sufficient evidence for dosage pathogenicity	24690193	28572275	15667412				0	No evidence available							2019-09-25	MONDO:0008438	
SPATA7	55812	14q31.3	chr14:88385657-88470350	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0011415	
SPEG	10290	2q35	chr2:219434843-219493629	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0014418	
SPEN	23013	1p36.21-p36.13	chr1:15847707-15940456	1	Little evidence for dosage pathogenicity	25363768	27525107	28135719				0	No evidence available							2019-03-27	MONDO:0100038	
SPG21	51324	15q22.31	chr15:64963022-64989914	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0009568	
SPG7	6687	16q24.3	chr16:89508388-89557768	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0011803	
SPINK1	6690	5q32	chr5:147824582-147839196	3	Sufficient evidence for dosage pathogenicity	17681820	22427236	10835640	16823394	27578509	14722925	0	No evidence available							2021-10-25	MONDO:0008185	
SPINK5	11005	5q32	chr5:148063980-148137382	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0009735	
SPP2	6694	2q37.1	chr2:234050702-234077134	0	No evidence available							0	No evidence available							2019-02-27		
SPRED1	161742	15q14	chr15:38252836-38357249	3	Sufficient evidence for dosage pathogenicity	17704776	19443465					0	No evidence available							2013-03-14	MONDO:0012669	
SRCAP	10847	16p11.2	chr16:30699171-30741409	1	Little evidence for dosage pathogenicity	28263302	25363768					0	No evidence available							2018-05-31		
SRD5A2	6716	2p23.1	chr2:31522480-31663009	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2012-08-22	MONDO:0009923	
SRPX2	27286	Xq22.1	chrX:100644199-100675788	0	No evidence available							0	No evidence available							2012-07-25		
SRRM2	23524	16p13.3	chr16:2752638-2771412	3	Sufficient evidence for dosage pathogenicity	35567594						0	No evidence available							2024-02-13	MONDO:0100038	
SRSF11	9295	1p31.1	chr1:70205696-70253052	1	Little evidence for dosage pathogenicity	25363760	28263302	30257206	33057194			0	No evidence available							2025-04-08	MONDO:0100038	
SRY	6736	Yp11.2	chrY:2786855-2787682	3	Sufficient evidence for dosage pathogenicity	1639410	1339396	7987333				0	No evidence available							2020-12-22	MONDO:0020712	
ST14	6768	11q24.3	chr11:130159782-130210362	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0011218	
ST3GAL5	8869	2p11.2	chr2:85837120-85889034	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2014-09-25	MONDO:0018274	
STAG1	10274	3q22.3	chr3:136336236-136752378	3	Sufficient evidence for dosage pathogenicity	28119487	30158690	34440290	39336775	39224759		0	No evidence available							2025-01-22	MONDO:0100038	
STAG2	10735	Xq25	chrX:123960560-124102656	3	Sufficient evidence for dosage pathogenicity	28296084	30158690	31334757	33758131			0	No evidence available							2023-01-25	MONDO:0020119	
STARD9	57519	15q15.2	chr15:42575606-42720998	0	No evidence available	28777490	28440294					Not yet evaluated	Not yet evaluated							2023-10-10		
STAT1	6772	2q32.2	chr2:190969149-191014171	0	No evidence available							0	No evidence available							2013-09-18		
STIL	6491	1p33	chr1:47250139-47314896	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0012989	
STK11	6794	19p13.3	chr19:1205778-1228431	3	Sufficient evidence for dosage pathogenicity	2563227	20623358	23892522	28231849			0	No evidence available							2021-11-10	MONDO:0008280	
STRC	161497	15q15.3	chr15:43599563-43618800	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0011364	
STS	412	Xp22.31	chrX:7147290-7354641	3	Sufficient evidence for dosage pathogenicity	2813406	10692123	9252398				0	No evidence available							2018-09-13	MONDO:0010622	
STT3A	3703	11q24.2	chr11:125591769-125623091	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2014-08-29	MONDO:0014270	
STUB1	10273	16p13.3	chr16:680410-682801	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0014339	
STX11	8676	6q24.2	chr6:144139963-144191939	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0011336	
STXBP1	6812	9q34.11	chr9:127611912-127696029	3	Sufficient evidence for dosage pathogenicity	19557857	23409955					0	No evidence available							2013-06-20	MONDO:0012812	
SUCLG1	8802	2p11.2	chr2:84423528-84459280	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0009504	
SUMF1	285362	3p26.1	chr3:4034486-4467269	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0010088	
SUPT16H	11198	14q11.2	chr14:21351476-21384019	0	No evidence available							0	No evidence available							2012-05-09		
SURF1	6834	9q34.2	chr9:133351758-133356487	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0009723	
SUZ12	23512	17q11.2	chr17:31937007-32001038	0	No evidence available							0	No evidence available							2012-07-06		
SYN1	6853	Xp11.3-p11.23	chrX:47571901-47619857	3	Sufficient evidence for dosage pathogenicity	14985377	21441247	34243774	34078716	30390306		0	No evidence available							2022-07-12	MONDO:0100148	
SYNCRIP	10492	6q14.3	chr6:85607784-85643870	3	Sufficient evidence for dosage pathogenicity	34157790	33874999					0	No evidence available							2024-04-15	MONDO:0800456	
SYNE4	163183	19q13.12	chr19:36003307-36008813	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0014237	
SYNGAP1	8831	6p21.32	chr6:33418167-33453689	3	Sufficient evidence for dosage pathogenicity	26989088	30541864	21237447  19196676	25533962	23708187	26079862	0	No evidence available							2021-11-09	MONDO:0100038	
SYP	6855	Xp11.23	chrX:49187815-49200193	1	Little evidence for dosage pathogenicity	19377476						0	No evidence available							2018-09-26	MONDO:0010429	
SYT14	255928	1q32.2	chr1:209938217-210171389	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0013645	
TAB2	23118	6q25.1	chr6:149217926-149411607	1	Little evidence for dosage pathogenicity	27452334	28464518	31959127				0	No evidence available							2020-05-27	MONDO:0014000	
TACSTD2	4070	1p32.1	chr1:58575433-58577252	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0008777	
TAF13	6884	1p13.3	chr1:109064140-109076003	1	Little evidence for dosage pathogenicity	24463507						0	No evidence available							2019-05-22	MONDO:0005090	
TAF2	6873	8q24.12	chr8:119730774-119832841	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0014273	
TAOK1	57551	17q11.2	chr17:29390363-29551903	3	Sufficient evidence for dosage pathogenicity	33565190	35091509	31230721	34740920			0	No evidence available							2023-06-28	MONDO:0000508	
TARDBP	23435	1p36.22	chr1:11012654-11030528	0	No evidence available	19959528	18931000					0	No evidence available							2018-09-25		
TBC1D20	128637	20p13	chr20:435480-462533	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0014296	
TBC1D5	9779	3p24.3	chr3:17157162-17742631	0	No evidence available							0	No evidence available							2015-10-30		
TBCE	6905	1q42.3	chr1:235367427-235452443	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2012-05-17	MONDO:0009426	
TBL1XR1	79718	3q26.32	chr3:177019344-177201800	3	Sufficient evidence for dosage pathogenicity	22495309	25425123	26740553				1	Little evidence for dosage pathogenicity	28574232						2019-03-27	MONDO:0014842	
TBR1	10716	2q24.2	chr2:161416297-161425870	3	Sufficient evidence for dosage pathogenicity	24458984	25849321	23160955				0	No evidence available							2018-01-24	MONDO:0100038	
TBX1	6899	22q11.21	chr22:19756703-19783593	1	Little evidence for dosage pathogenicity	25860641	30083032	29500247	23828768	26036351		0	No evidence available							2024-06-11	MONDO:0008644	
TBX2	6909	17q23.2	chr17:61399843-61409466	1	Little evidence for dosage pathogenicity	28372585						0	No evidence available							2018-08-08		
TBX20	57057	7p14.2	chr7:35202430-35254100	2	Some evidence for dosage pathogenicity	17668378	30820038	27510170	28553164			0	No evidence available							2023-05-10	MONDO:0005267	
TBX22	50945	Xq21.1	chrX:80014753-80031774	3	Sufficient evidence for dosage pathogenicity	11559848	14729838	17868388	22784330	25373698	29932061	0	No evidence available							2023-03-28	MONDO:0010560	
TBX3	6926	12q24.21	chr12:114670255-114684175	3	Sufficient evidence for dosage pathogenicity	12668170	28145909	12116211				0	No evidence available							2020-09-23	MONDO:0008411	
TBX4	9496	17q23.2	chr17:61452422-61485110	3	Sufficient evidence for dosage pathogenicity	15106123	23592887	29120062				0	No evidence available							2019-12-11	MONDO:0007841	
TBX5	6910	12q24.21	chr12:114353911-114408442	3	Sufficient evidence for dosage pathogenicity	24664498	10077612	12818525				0	No evidence available							2020-07-29	MONDO:0007732	
TCF12	6938	15q21.3	chr15:56918090-57291310	3	Sufficient evidence for dosage pathogenicity	23354436	25271085	30858722	27158814	24648389		0	No evidence available							2023-08-16	MONDO:0014128	
TCF20	6942	22q13.2|22q13.3	chr22:42160013-42343537	3	Sufficient evidence for dosage pathogenicity	27436265	25228304	28135719				0	No evidence available							2019-06-26	MONDO:0100038	
TCF4	6925	18q21.2	chr18:55222185-55635957	3	Sufficient evidence for dosage pathogenicity	17478476	29604340	22045651				0	No evidence available							2020-07-08	MONDO:0012589	
TCF7L2	6934	10q25.2-q25.3	chr10:112950247-113167678	1	Little evidence for dosage pathogenicity	25363768						0	No evidence available							2019-03-27	MONDO:0100038	
TCIRG1	10312	11q13.2	chr11:68039025-68053762	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0009815	
TCN2	6948	22q12.2	chr22:30607174-30627271	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0010149	
TCOF1	6949	5q32-q33.1	chr5:150357697-150400293	3	Sufficient evidence for dosage pathogenicity	9042910	12114482	15340364	8875242	22317976	25790162	0	No evidence available							2021-04-28	MONDO:0007944	
TCTN1	79600	12q24.11	chr12:110614129-110649430	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2015-03-23	MONDO:0013608	
TCTN2	79867	12q24.31	chr12:123671113-123708399	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0013482	
TDGF1	6997	3p21.31	chr3:46574535-46582457	1	Little evidence for dosage pathogenicity	12073012						0	No evidence available							2011-12-27		
TDP1	55775	14q32.11	chr14:89954968-90044764	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0011801	
TECPR2	9895	14q32.31	chr14:102362941-102502477	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0014016	
TECTA	7007	11q23.3	chr11:121101243-121191490	30	Gene associated with autosomal recessive phenotype	12746400	28012541	21520338				0	No evidence available							2018-02-07	MONDO:0011351	
TEX26	122046	13q12.3	chr13:30932656-30975500	40	Dosage sensitivity unlikely	32487729	25807282	32461654				0	No evidence available							2021-02-03		
TFAP2B	7021	6p12.3	chr6:50818355-50847619	3	Sufficient evidence for dosage pathogenicity	21643846	24507797	15684060	30579973	31292255		0	No evidence available							2023-04-11	MONDO:0008209	
TFR2	7036	7q22.1	chr7:100620420-100641552	30	Gene associated with autosomal recessive phenotype							0	No evidence available							2016-08-22	MONDO:0011417	
TGFBR1	7046	9q22.33	chr9:99103647-99154192	3	Sufficient evidence for dosage pathogenicity	21358634	29706644	33256177	25525159			0	No evidence available							2024-02-13	MONDO:0007566	
TGFBR2	7048	3p24.1	chr3:30606356-30694142	0	No evidence available	18781618	16928994					0	No evidence available							2024-06-26	MONDO:0012427	
TGIF1	7050	18p11.31	chr18:3412009-3459978	3	Sufficient evidence for dosage pathogenicity	16962354	12522553	22125506				0	No evidence available							2012-05-10	MONDO:0007734	
TGM1	7051	14q12	chr14:24249114-24263177	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0009441	
TGM5	9333	15q15.2	chr15:43232590-43266928	30	Gene associated with autosomal recessive phenotype							Not yet evaluated	Not yet evaluated							2016-08-22	MONDO:0012345	
THRA	7067	17q21.1	chr17:40062193-40093867	0	No evidence available							0	No evidence available							2013-08-22		
TIGD6	81789	5q32	chr5:149993118-150000654	40	Dosage sensitivity unlikely	32487729	22344438	25807282	28406212	26940866	32461654	0	No evidence available							2021-02-03		
